Position,Shannon_Entropy,Rolling_Average
1,0.7219280948873623,0.7219280948873622
2,0.7219280948873623,0.7219280948873622
3,0.7219280948873623,0.7219280948873622
4,0.7219280948873623,0.7219280948873622
5,0.7219280948873623,0.7219280948873622
6,0.7219280948873623,0.755034411918641
7,0.7219280948873623,0.7842458681227105
8,0.7219280948873623,0.8102116069707722
9,0.7219280948873623,0.8334441101506169
10,0.7219280948873623,0.8543533630124772
11,0.7219280948873623,0.8808384166375003
12,0.7219280948873623,0.9073234702625232
13,0.7219280948873623,0.9171418572208797
14,0.7219280948873623,0.926960244179236
15,0.7219280948873623,0.9367786311375923
16,1.2516291673878228,0.9465970180959488
17,1.2516291673878228,0.9564154050543051
18,1.2516291673878228,0.9528201213923548
19,1.2516291673878228,0.9492248377304046
20,1.2516291673878228,0.9456295540684542
21,1.2516291673878228,0.9554479410268106
22,1.2516291673878228,0.9652663279851671
23,0.9182958340544896,0.9750847149435234
24,0.9182958340544896,0.9849031019018797
25,0.9182958340544896,0.994721488860236
26,0.9182958340544896,0.9947214888602358
27,0.9182958340544896,0.9947214888602358
28,0.6500224216483541,0.9947214888602358
29,0.6500224216483541,0.9780548221935692
30,0.6500224216483541,0.9780548221935692
31,0.9182958340544896,0.9780548221935692
32,0.9182958340544896,0.9780548221935692
33,0.9182958340544896,0.9947214888602358
34,0.9182958340544896,0.9947214888602358
35,0.9182958340544896,0.9947214888602358
36,1.2516291673878228,1.0113881555269024
37,1.2516291673878228,1.028054822193569
38,1.2516291673878228,1.0414684928138758
39,0.9182958340544896,1.0548821634341825
40,1.2516291673878228,1.084962500721156
41,1.2516291673878228,1.0715488301008493
42,1.2516291673878228,1.0581351594805426
43,1.2516291673878228,1.044721488860236
44,0.9182958340544896,1.0313078182399293
45,0.9182958340544896,1.0178941476196226
46,1.2516291673878228,0.9878138103326493
47,1.2516291673878228,0.9577334730456757
48,0.9182958340544896,0.927653135758702
49,0.9182958340544896,0.9142394651383953
50,1.2516291673878228,0.8841591278514217
51,0.6500224216483541,0.8540787905644482
52,0.6500224216483541,0.8239984532774745
53,0.6500224216483541,0.7939181159905011
54,0.6500224216483541,0.7805044453701944
55,0.6500224216483541,0.7670907747498876
56,0.6500224216483541,0.7370104374629143
57,0.6500224216483541,0.7069301001759409
58,0.6500224216483541,0.6935164295556341
59,0.6500224216483541,0.6801027589353273
60,0.6500224216483541,0.650022421648354
61,0.6500224216483541,0.650022421648354
62,0.6500224216483541,0.650022421648354
63,0.6500224216483541,0.650022421648354
64,0.6500224216483541,0.650022421648354
65,0.6500224216483541,0.650022421648354
66,0.6500224216483541,0.650022421648354
67,0.6500224216483541,0.650022421648354
68,0.6500224216483541,0.650022421648354
69,0.6500224216483541,0.650022421648354
70,0.6500224216483541,0.650022421648354
71,0.6500224216483541,0.650022421648354
72,0.6500224216483541,0.650022421648354
73,0.6500224216483541,0.650022421648354
74,0.6500224216483541,0.650022421648354
75,0.6500224216483541,0.6634360922686608
76,0.6500224216483541,0.6768497628889676
77,0.6500224216483541,0.6902634335092744
78,0.6500224216483541,0.7036771041295813
79,0.6500224216483541,0.7170907747498881
80,0.6500224216483541,0.730504445370195
81,0.6500224216483541,0.7439181159905017
82,0.6500224216483541,0.7573317866108085
83,0.6500224216483541,0.7707454572311153
84,0.6500224216483541,0.8008257945180887
85,0.9182958340544896,0.8142394651383954
86,0.9182958340544896,0.8276531357587021
87,0.9182958340544896,0.8577334730456757
88,0.9182958340544896,0.8711471436659824
89,0.9182958340544896,0.8845608142862892
90,0.9182958340544896,0.9146411515732625
91,0.9182958340544896,0.9146411515732625
92,0.9182958340544896,0.9146411515732626
93,0.9182958340544896,0.9146411515732626
94,1.2516291673878228,0.9146411515732626
95,0.9182958340544896,0.9012274809529559
96,0.9182958340544896,0.8878138103326491
97,1.2516291673878228,0.8744001397123421
98,0.9182958340544896,0.8609864690920352
99,0.9182958340544896,0.8475727984717285
100,1.2516291673878228,0.8341591278514215
101,0.6500224216483541,0.8207454572311148
102,0.6500224216483541,0.8073317866108078
103,0.6500224216483541,0.7939181159905011
104,0.6500224216483541,0.7638377787035278
105,0.6500224216483541,0.750424108083221
106,0.6500224216483541,0.7370104374629143
107,0.6500224216483541,0.7069301001759409
108,0.6500224216483541,0.6935164295556341
109,0.6500224216483541,0.6801027589353273
110,0.6500224216483541,0.650022421648354
111,0.6500224216483541,0.650022421648354
112,0.6500224216483541,0.6634360922686608
113,0.6500224216483541,0.6935164295556342
114,0.6500224216483541,0.7235967668426077
115,0.6500224216483541,0.7370104374629145
116,0.6500224216483541,0.7504241080832214
117,0.6500224216483541,0.7805044453701948
118,0.6500224216483541,0.7939181159905015
119,0.6500224216483541,0.823998453277475
120,0.6500224216483541,0.8540787905644484
121,0.6500224216483541,0.8674924611847551
122,0.9182958340544896,0.8975727984717284
123,1.2516291673878228,0.9109864690920354
124,1.2516291673878228,0.9410668063790089
125,0.9182958340544896,0.9711471436659822
126,0.9182958340544896,0.9845608142862889
127,1.2516291673878228,0.9845608142862889
128,0.9182958340544896,0.9845608142862892
129,1.2516291673878228,0.9845608142862892
130,1.2516291673878228,0.9845608142862892
131,0.9182958340544896,0.9845608142862892
132,1.2516291673878228,0.9711471436659824
133,0.9182958340544896,0.9544804769993156
134,1.2516291673878228,0.9378138103326489
135,1.2516291673878228,0.9378138103326487
136,0.9182958340544896,0.9544804769993153
137,0.6500224216483541,0.9378138103326487
